VNUM	NAME	RANK	TYPE	BATTLE_TYPE	LEVEL	SIZE	AI_FLAG	MOUNT_CAPACITY	RACE_FLAG	IMMUNE_FLAG	EMPIRE	FOLDER	ON_CLICK	ST	DX	HT	IQ	DAMAGE_MIN	DAMAGE_MAX	MAX_HP	REGEN_CYCLE	REGEN_PERCENT	GOLD_MIN	GOLD_MAX	EXP	DEF	ATTACK_SPEED	MOVE_SPEED	AGGRESSIVE_HP_PCT	AGGRESSIVE_SIGHT	ATTACK_RANGE	DROP_ITEM	RESURRECTION_VNUM	ENCHANT_CURSE	ENCHANT_SLOW	ENCHANT_POISON	ENCHANT_STUN	ENCHANT_CRITICAL	ENCHANT_PENETRATE	RESIST_SWORD	RESIST_TWOHAND	RESIST_DAGGER	RESIST_BELL	RESIST_FAN	RESIST_BOW	RESIST_FIRE	RESIST_ELECT	RESIST_MAGIC	RESIST_WIND	RESIST_POISON	ATTELEC	ATTFIRE	ATTICE	ATTWIND	ATTEARTH	ATTDARK	DAM_MULTIPLY	SUMMON	DRAIN_SP	MOB_COLOR	POLYMORPH_ITEM	SKILL_LEVEL0	SKILL_VNUM0	SKILL_LEVEL1	SKILL_VNUM1	SKILL_LEVEL2	SKILL_VNUM2	SKILL_LEVEL3	SKILL_VNUM3	SKILL_LEVEL4	SKILL_VNUM4	SP_BERSERK	SP_STONESKIN	SP_GODSPEED	SP_DEATHBLOW	SP_REVIVE
2812	??? ??(???)	KING	MONSTER	MELEE	135		AGGR,BERSERK,REFLECT,FALL,TIMEVIT	0	ZODIAC	STUN,SLOW,POISON,TERROR	0	12zi_horse_boss	0	131	127	63	31	171	256	2018506	5	0	0	0	1	142	100	120	200	2500	300	0	0	20	20	20	7	20	20	80	80	80	80	80	80	0	0	30	0	100	0	0	100	0	0	0	3.0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2820	????? ?	BOSS	MONSTER	MAGIC	119		AGGR,BERSERK,FALL,RCASTSPEED	0	ZODIAC	STUN,SLOW,POISON,TERROR	0	12zi_sheep_boss	0	131	127	63	31	171	256	2018506	15	0	0	0	1	142	100	100	200	2500	800	0	0	20	20	20	7	20	20	60	60	60	60	60	60	0	-50	70	0	100	80	0	0	0	0	0	3.0	2900	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2821	???? ?	KING	MONSTER	MAGIC	135		AGGR,BERSERK,FALL,RCASTSPEED	0	ZODIAC	STUN,SLOW,POISON,TERROR	0	12zi_sheep_boss	0	131	127	63	31	171	256	2018506	5	0	0	0	1	142	100	100	200	2500	800	0	0	20	20	20	7	20	20	60	60	60	60	60	60	0	-50	70	0	100	80	0	0	0	0	0	3.0	2900	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2822	??? ?? (???)	KING	MONSTER	MAGIC	135		AGGR,BERSERK,FALL,RCASTSPEED	0	ZODIAC	STUN,SLOW,POISON,TERROR	0	12zi_sheep_boss	0	131	127	63	31	171	256	2018506	5	0	0	0	1	142	100	100	200	2500	800	0	0	20	20	20	7	20	20	80	80	80	80	80	80	0	-50	70	0	100	100	0	0	0	0	0	3.0	2900	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2830	????? ?	BOSS	MONSTER	MELEE	119		AGGR,BERSERK,STONESKIN,FALL,RCASTSPEED	0	ZODIAC	STUN,SLOW,POISON,TERROR	0	12zi_monkey_boss	0	131	127	63	31	171	256	2018506	15	0	0	0	1	142	100	110	200	2500	400	0	0	20	20	20	7	20	20	60	60	60	60	60	60	0	0	30	0	100	0	0	0	0	80	0	3.0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2831	???? ?	KING	MONSTER	MELEE	135		AGGR,BERSERK,STONESKIN,FALL,RCASTSPEED	0	ZODIAC	STUN,SLOW,POISON,TERROR	0	12zi_monkey_boss	0	131	127	63	31	171	256	2018506	5	0	0	0	1	142	100	110	200	2500	400	0	0	20	20	20	7	20	20	60	60	60	60	60	60	0	0	30	0	100	0	0	0	0	80	0	3.0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2832	??? ??(???)	KING	MONSTER	MELEE	135		AGGR,BERSERK,STONESKIN,FALL,RCASTSPEED	0	ZODIAC	STUN,SLOW,POISON,TERROR	0	12zi_monkey_boss	0	131	127	63	31	171	256	2018506	5	0	0	0	1	142	100	110	200	2500	400	0	0	20	20	20	7	20	20	80	80	80	80	80	80	0	0	30	0	100	0	0	0	0	100	0	3.0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2840	????? ?	BOSS	MONSTER	MELEE	119		AGGR,STONESKIN,REFLECT,FALL	0	ZODIAC	STUN,SLOW,POISON,TERROR	0	12zi_chicken_boss	0	131	127	63	31	171	256	2018506	15	0	0	0	1	142	100	100	200	2500	300	0	0	20	20	20	7	20	20	60	60	60	60	60	60	0	0	30	-50	100	0	0	0	80	0	0	3.0	2901	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2841	???? ?	KING	MONSTER	MELEE	135		AGGR,STONESKIN,REFLECT,FALL	0	ZODIAC	STUN,SLOW,POISON,TERROR	0	12zi_chicken_boss	0	131	127	63	31	171	256	2018506	5	0	0	0	1	142	100	100	200	2500	300	0	0	20	20	20	7	20	20	60	60	60	60	60	60	0	0	30	-50	100	0	0	0	80	0	0	3.0	2901	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2842	??? ??(???)	KING	MONSTER	MELEE	135		AGGR,STONESKIN,REFLECT,FALL	0	ZODIAC	STUN,SLOW,POISON,TERROR	0	12zi_chicken_boss	0	131	127	63	31	171	256	2018506	5	0	0	0	1	142	100	100	200	2500	300	0	0	20	20	20	7	20	20	80	80	80	80	80	80	0	0	30	-50	100	0	0	0	100	0	0	3.0	2901	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2850	????? ?	BOSS	MONSTER	MELEE	119		AGGR,BERSERK,REFLECT,FALL,RCASTSPEED	0	ZODIAC	STUN,SLOW,POISON,TERROR	0	12zi_dog_boss	0	131	127	63	31	171	256	2078506	15	0	0	0	1	142	100	120	200	2500	400	0	0	20	20	80	7	20	20	60	60	60	60	60	60	0	0	30	0	100	0	0	0	0	0	80	4.0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2851	???? ?	KING	MONSTER	MELEE	135		AGGR,BERSERK,REFLECT,FALL,RCASTSPEED	0	ZODIAC	STUN,SLOW,POISON,TERROR	0	12zi_dog_boss	0	131	127	63	31	171	256	2018506	5	0	0	0	1	142	100	120	200	2500	400	0	0	20	20	80	7	20	20	60	60	60	60	60	60	0	0	30	0	100	0	0	0	0	0	80	3.0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2852	??? ??(???)	KING	MONSTER	MELEE	135		AGGR,BERSERK,REFLECT,FALL,RCASTSPEED	0	ZODIAC	STUN,SLOW,POISON,TERROR	0	12zi_dog_boss	0	131	127	63	31	171	256	2018506	5	0	0	0	1	142	100	120	200	2500	400	0	0	20	20	80	7	20	20	80	80	80	80	80	80	0	0	30	0	100	0	0	0	0	0	100	3.0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2860	????? ?	BOSS	MONSTER	MELEE	119		AGGR,BERSERK,REFLECT,FALL,RATTSPEED	0	ZODIAC	STUN,SLOW,POISON,TERROR	0	12zi_pig_boss	0	131	127	63	31	171	256	2018506	15	0	0	0	1	142	100	100	200	2500	300	0	0	20	20	20	7	20	20	60	60	60	60	60	60	-50	0	30	0	100	0	80	0	0	0	0	3.0	2689	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2861	???? ?	KING	MONSTER	MELEE	135		AGGR,BERSERK,REFLECT,FALL,RATTSPEED	0	ZODIAC	STUN,SLOW,POISON,TERROR	0	12zi_pig_boss	0	131	127	63	31	171	256	2078506	5	0	0	0	1	142	100	100	200	2500	300	0	0	20	20	20	7	20	20	60	60	60	60	60	60	-50	0	30	0	100	0	80	0	0	0	0	4.0	2689	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2862	??? ???(???)	KING	MONSTER	MELEE	135		AGGR,BERSERK,REFLECT,FALL,RATTSPEED	0	ZODIAC	STUN,SLOW,POISON,TERROR	0	12zi_pig_boss	0	131	127	63	31	171	256	2078506	5	0	0	0	1	142	100	100	200	2500	300	0	0	20	20	20	7	20	20	80	80	80	80	80	80	-50	0	30	0	100	0	100	0	0	0	0	4.0	2689	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2900	??? ??	BOSS	STONE	SPECIAL	20		NOMOVE,STONESKIN,REFLECT	0	ZODIAC	STUN,SLOW,TERROR	0		0	131	127	63	31	171	256	29100	5	1	0	0	42	8	0	0	0	2000	175	0	0	0	0	0	0	0	0	30	30	30	30	30	30	0	0	30	0	30	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2901	??? ??	BOSS	STONE	SPECIAL	30		NOMOVE,STONESKIN,REFLECT	0	ZODIAC	STUN,SLOW,TERROR	0		0	131	127	63	31	171	256	46500	5	1	0	0	82	14	0	0	0	2000	175	0	0	0	0	0	0	0	0	30	30	30	30	30	30	0	0	30	0	30	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2902	??? ??	BOSS	STONE	SPECIAL	40		NOMOVE,STONESKIN,REFLECT	0	ZODIAC	STUN,SLOW,TERROR	0		0	131	127	63	31	171	256	46500	5	1	0	0	82	14	0	0	0	2000	175	0	0	0	0	0	0	0	0	30	30	30	30	30	30	0	0	30	0	30	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2903	??? ??	BOSS	STONE	SPECIAL	50		NOMOVE,STONESKIN,REFLECT	0	ZODIAC	STUN,SLOW,TERROR	0		0	131	127	63	31	171	256	68100	5	1	0	0	122	19	0	0	0	2000	175	0	0	0	0	0	0	0	0	30	30	30	30	30	30	0	0	30	0	30	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2904	??? ??	BOSS	STONE	SPECIAL	55		NOMOVE,STONESKIN,COUNT,NORECOVERY,REFLECT	0	ZODIAC	STUN,SLOW,TERROR	0		0	131	127	63	31	171	256	4000	5	1	0	0	162	25	0	0	0	2000	175	0	0	0	0	0	0	0	0	30	30	30	30	30	30	0	0	30	0	30	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2905	??? ??(???)	KING	STONE	SPECIAL	130		NOMOVE,STONESKIN,COUNT,NORECOVERY,REFLECT	0	ZODIAC	STUN,SLOW,TERROR	0		0	131	127	63	31	171	256	4000	5	1	0	0	402	57	0	0	0	2000	175	0	0	0	0	0	0	0	0	100	100	100	100	100	100	0	0	100	0	100	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2906	??? ??(???)	KING	STONE	SPECIAL	130		NOMOVE,STONESKIN,COUNT,NORECOVERY,REFLECT	0	ZODIAC	STUN,SLOW,TERROR	0		0	131	127	63	31	171	256	6000	5	1	0	0	442	63	0	0	0	2000	175	0	0	0	0	0	0	0	0	100	100	100	100	100	100	0	0	100	0	100	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2907	??? ??(???)	KING	STONE	SPECIAL	20		NOMOVE,STONESKIN,REFLECT	0	ZODIAC	STUN,SLOW,TERROR	0		0	131	127	63	31	171	256	29100	5	1	0	0	42	8	0	0	0	2000	175	0	0	0	0	0	0	0	0	30	30	30	30	30	30	0	0	30	0	30	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2908	??? ??(???)	KING	STONE	SPECIAL	30		NOMOVE,STONESKIN,REFLECT	0	ZODIAC	STUN,SLOW,TERROR	0		0	131	127	63	31	171	256	46500	5	1	0	0	82	14	0	0	0	2000	175	0	0	0	0	0	0	0	0	30	30	30	30	30	30	0	0	30	0	30	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3001	???	PAWN	MONSTER	MELEE	95		AGGR,GODSPEED	0	ANIMAL	SLOW,CURSE,TERROR	0	gnoll_soldier	0	119	89	59	29	180	220	14168	3	2	2000	10000	1257	95	110	110	100	2000	100	0	0	0	0	0	0	0	10	20	-5	0	0	0	20	0	0	0	0	0	0	0	0	0	1	0	1.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3002	????	S_PAWN	MONSTER	RANGE	96		AGGR,REVIVE	0	ANIMAL	SLOW,CURSE,TERROR	0	gnoll_bow	0	120	90	60	30	182	222	28776	3	2	2000	10000	3049	115	110	110	100	2000	850	0	0	0	0	5	0	0	12	3	-25	5	-20	-20	20	0	0	0	0	0	0	0	0	0	1	0	1.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3003	?????	S_PAWN	MONSTER	MELEE	97		AGGR,STONESKIN	0	ANIMAL	SLOW,CURSE,TERROR	0	gnoll_soldier2	0	91	121	60	30	183	224	29210	5	5	2000	10000	3080	116	110	110	100	2000	100	0	0	0	0	3	0	3	15	3	-5	10	10	10	20	0	0	0	0	0	0	0	0	0	1	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3004	?????	KNIGHT	MONSTER	MAGIC	98		AGGR,BERSERK	0	ANIMAL	SLOW,CURSE,TERROR	0	gnoll_magic	0	122	92	61	30	164	247	74128	5	7	2000	10000	9336	137	110	110	100	2000	850	0	0	0	0	0	10	10	16	3	-25	0	0	0	20	0	0	0	0	0	0	0	0	0	1	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3005	??????	S_KNIGHT	MONSTER	MELEE	99		AGGR,GODSPEED	0	ANIMAL	SLOW,CURSE,TERROR	0	gnoll_general	0	93	124	62	31	166	249	150436	5	10	2000	10000	22533	168	110	110	100	2000	100	0	0	0	0	5	0	5	15	5	-5	-25	0	0	20	0	0	0	0	0	0	0	0	0	1	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3090	??? ???	BOSS	MONSTER	MELEE	103		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ANIMAL	STUN,SLOW,CURSE,TERROR	0	gnoll_boss	0	128	96	64	32	150	280	636768	10	10	2000	10000	112984	206	110	110	100	2000	100	0	0	0	0	0	0	3	15	20	35	40	40	40	40	0	0	0	0	0	0	0	0	0	1	0	2.0	3004	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3091	????	KING	MONSTER	MELEE	105		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ANIMAL	STUN,SLOW,CURSE,TERROR	0	gnoll_boss2	0	131	65	131	32	153	285	1962840	30	15	2000	10000	414705	252	110	110	100	2000	100	0	0	0	0	5	5	10	15	20	35	40	40	40	40	0	0	0	0	0	0	0	0	0	1	0	2.0	3005	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3101	?????	PAWN	MONSTER	MELEE	98		AGGR,GODSPEED	0	ORC	SLOW,CURSE,TERROR	0	cyclops_soldier	0	122	92	61	30	185	226	14824	3	2	2000	10000	1296	98	110	110	100	2000	100	0	0	0	0	0	0	0	10	0	-5	0	0	0	20	0	-70	0	0	0	1	0	0	0	0	0	1.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3102	???????	S_PAWN	MONSTER	MELEE	99		AGGR,REVIVE	0	ORC	SLOW,CURSE,TERROR	0	cyclops_soldier2	0	124	93	62	31	187	228	30086	3	2	2000	10000	3143	118	110	110	100	2000	100	0	0	0	0	5	0	0	12	-10	-25	5	-20	-20	20	0	-60	0	0	0	1	0	0	0	0	0	1.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3103	??????	S_PAWN	MONSTER	MAGIC	100		AGGR,STONESKIN	0	ORC	SLOW,CURSE,TERROR	0	cyclops_magic	0	62	93	125	31	189	231	30526	5	5	2000	10000	3175	120	110	110	100	2000	850	0	0	0	0	3	0	3	15	-5	-5	10	10	10	20	0	-60	0	0	0	1	0	0	0	0	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3104	??????	KNIGHT	MONSTER	MELEE	101		AGGR,BERSERK	0	ORC	SLOW,CURSE,TERROR	0	cyclops_officer	0	63	126	63	31	169	254	77406	5	7	2000	10000	9622	141	110	110	100	2000	100	0	0	0	0	0	10	10	16	-5	-25	0	0	0	20	0	-50	0	0	0	1	0	0	0	0	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3105	????????	S_KNIGHT	MONSTER	MELEE	102		AGGR,GODSPEED	0	ORC	SLOW,CURSE,TERROR	0	cyclops_general	0	127	63	127	31	171	256	157014	5	10	2000	10000	23214	173	110	110	100	2000	100	0	0	0	0	5	0	5	15	0	-5	-25	0	0	20	0	-40	0	0	0	1	0	0	0	0	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3190	????? ???	BOSS	MONSTER	MELEE	104		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ORC	STUN,SLOW,CURSE,TERROR	0	cyclops_boss	0	130	65	130	32	152	282	645568	10	10	2000	10000	114077	208	110	110	100	2000	100	0	0	0	0	0	0	3	15	40	35	40	40	40	40	0	-30	0	0	0	1	0	0	0	0	0	2.0	3104	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3191	??????	KING	MONSTER	MELEE	106		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ORC	STUN,SLOW,CURSE,TERROR	0	cyclops_boss2	0	132	66	132	33	154	287	1989240	30	15	2000	10000	418645	254	110	110	100	2000	100	0	0	0	0	5	5	10	15	40	35	40	40	40	40	0	-20	0	0	0	1	0	0	0	0	0	2.0	3105	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3201	???	PAWN	MONSTER	MELEE	96		AGGR,GODSPEED	0	ANIMAL	SLOW,CURSE,TERROR	0	manticore_soldier	0	120	90	60	30	182	222	14388	3	2	2000	10000	1270	96	110	110	100	2000	100	0	0	0	0	0	0	0	10	0	-5	0	0	0	20	0	0	0	-70	0	0	0	0	1	0	0	1.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3202	?????	S_PAWN	MONSTER	MELEE	97		AGGR,REVIVE	0	ANIMAL	SLOW,CURSE,TERROR	0	manticore_soldier2	0	121	91	60	30	183	224	29210	3	2	2000	10000	3080	116	110	110	100	2000	100	0	0	0	0	5	0	0	12	-10	-25	5	-20	-20	20	0	0	0	-60	0	0	0	0	1	0	0	1.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3203	????	S_PAWN	MONSTER	MAGIC	98		AGGR,STONESKIN	0	ANIMAL	SLOW,CURSE,TERROR	0	manticore_magic	0	92	122	61	30	185	226	29650	5	5	2000	10000	3111	117	110	110	100	2000	850	0	0	0	0	3	0	3	15	-5	-5	10	10	10	20	0	0	0	-60	0	0	0	0	1	0	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3204	????	KNIGHT	MONSTER	MELEE	99		AGGR,BERSERK	0	ANIMAL	SLOW,CURSE,TERROR	0	manticore_officer	0	124	62	124	31	166	249	75218	5	7	2000	10000	9432	138	110	110	100	2000	100	0	0	0	0	0	10	10	16	-5	-25	0	0	0	20	0	0	0	-50	0	0	0	0	1	0	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3205	??????	S_KNIGHT	MONSTER	MELEE	101		AGGR,GODSPEED	0	ANIMAL	SLOW,CURSE,TERROR	0	manticore_general	0	126	94	63	31	169	254	154814	5	10	2000	10000	22987	171	110	110	100	2000	100	0	0	0	0	5	0	5	15	0	-5	-25	0	0	20	0	0	0	-40	0	0	0	0	1	0	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3290	??? ???	BOSS	MONSTER	MELEE	103		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ANIMAL	STUN,SLOW,CURSE,TERROR	0	manticore_boss	0	96	128	64	32	150	280	636768	10	10	2000	10000	112984	206	110	110	100	2000	100	0	0	0	0	0	0	3	15	40	35	40	40	40	40	0	0	0	-30	0	0	0	0	1	0	0	2.0	3204	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3291	????	KING	MONSTER	MELEE	105		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ANIMAL	STUN,SLOW,CURSE,TERROR	0	manticore_boss2	0	131	65	131	32	153	285	1962840	30	15	2000	10000	414705	252	110	110	100	2000	100	0	0	0	0	5	5	10	15	40	35	40	40	40	40	0	0	0	-20	0	0	0	0	1	0	0	2.0	3205	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3301	???	PAWN	MONSTER	MELEE	97		AGGR,GODSPEED	0	DEVIL	SLOW,CURSE,TERROR	0	lemures_soldier	0	121	91	60	30	183	224	14604	3	2	2000	10000	1283	97	110	110	100	2000	100	0	0	0	0	0	0	0	10	0	-5	0	0	0	20	0	0	0	-70	0	0	0	0	1	0	0	1.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3302	?????	S_PAWN	MONSTER	MELEE	98		AGGR,REVIVE	0	DEVIL	SLOW,CURSE,TERROR	0	lemures_soldier2	0	122	92	61	30	185	226	29650	3	2	2000	10000	3111	117	110	110	100	2000	100	0	0	0	0	5	0	0	12	-10	-25	5	-20	-20	20	0	0	0	-60	0	0	0	0	1	0	0	1.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3303	????	S_PAWN	MONSTER	MAGIC	99		AGGR,STONESKIN	0	DEVIL	SLOW,CURSE,TERROR	0	lemures_magic	0	93	124	62	31	187	228	30086	5	5	2000	10000	3143	118	110	110	100	2000	850	0	0	0	0	3	0	3	15	-5	-5	10	10	10	20	0	0	0	-60	0	0	0	0	1	0	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3304	????	KNIGHT	MONSTER	MELEE	100		AGGR,BERSERK	0	DEVIL	SLOW,CURSE,TERROR	0	lemures_officer	0	125	62	125	31	168	252	76318	5	7	2000	10000	9527	140	110	110	100	2000	100	0	0	0	0	0	10	10	16	-5	-25	0	0	0	20	0	0	0	-50	0	0	0	0	1	0	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3305	??????	S_KNIGHT	MONSTER	MELEE	101		AGGR,GODSPEED	0	DEVIL	SLOW,CURSE,TERROR	0	lemures_general	0	126	63	126	31	169	254	154814	5	10	2000	10000	22987	171	110	110	100	2000	100	0	0	0	0	5	0	5	15	0	-5	-25	0	0	20	0	0	0	-40	0	0	0	0	1	0	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3390	??? ???	BOSS	MONSTER	MELEE	103		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	DEVIL	STUN,SLOW,CURSE,TERROR	0	lemures_boss	0	128	64	128	32	150	280	636768	10	10	2000	10000	112984	206	110	110	100	2000	100	0	0	0	0	0	0	3	15	40	35	40	40	40	40	0	0	0	-30	0	0	0	0	1	0	0	2.0	3304	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3391	????	KING	MONSTER	MELEE	105		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	DEVIL	STUN,SLOW,CURSE,TERROR	0	lemures_boss2	0	131	65	131	32	153	285	1962840	30	15	2000	10000	414705	252	110	110	100	2000	100	0	0	0	0	5	5	10	15	40	35	40	40	40	40	0	0	0	0	0	0	0	1	0	0	0	2.0	3305	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3401	???	PAWN	MONSTER	MELEE	96		AGGR,GODSPEED	0	DEVIL	SLOW,CURSE,TERROR	0	triton_soldier	0	120	60	120	30	182	222	14388	3	2	2000	10000	1270	96	110	110	100	2000	100	0	0	0	0	0	0	0	10	0	-5	0	0	0	20	0	0	0	0	0	0	0	1	0	0	0	1.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3402	?????	S_PAWN	MONSTER	MELEE	97		AGGR,REVIVE	0	DEVIL	SLOW,CURSE,TERROR	0	triton_soldier2	0	121	60	121	30	183	224	29210	3	2	2000	10000	3080	116	110	110	100	2000	100	0	0	0	0	5	0	0	12	-10	-25	5	-20	-20	20	0	0	0	0	0	0	0	1	0	0	0	1.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3403	????	S_PAWN	MONSTER	MAGIC	98		AGGR,STONESKIN	0	DEVIL	SLOW,CURSE,TERROR	0	triton_magic	0	61	92	122	30	185	226	29650	5	5	2000	10000	3111	117	110	110	100	2000	850	0	0	0	0	3	0	3	15	-5	-5	10	10	10	20	0	0	0	0	0	0	0	1	0	0	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3404	????	KNIGHT	MONSTER	MELEE	99		AGGR,BERSERK	0	DEVIL	SLOW,CURSE,TERROR	0	triton_officer	0	124	93	62	31	166	249	75218	5	7	2000	10000	9432	138	110	110	100	2000	100	0	0	0	0	0	10	10	16	-5	-25	0	0	0	20	0	0	0	0	0	0	0	1	0	0	0	1.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3405	??????	S_KNIGHT	MONSTER	MELEE	101		AGGR,GODSPEED	0	DEVIL	SLOW,CURSE,TERROR	0	triton_general	0	126	94	63	31	169	254	154814	5	10	2000	10000	22987	171	110	110	100	2000	100	0	0	0	0	5	0	5	15	0	-5	-25	0	0	20	0	0	0	0	0	0	0	1	0	0	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3490	??? ???	BOSS	MONSTER	MELEE	103		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	DEVIL	STUN,SLOW,CURSE,TERROR	0	triton_boss	0	128	96	64	32	150	280	636768	10	10	2000	10000	112984	206	110	110	100	2000	100	0	0	0	0	0	0	3	15	40	35	40	40	40	40	0	0	0	0	0	0	0	1	0	0	0	2.0	3404	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3491	????	KING	MONSTER	RANGE	105		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	DEVIL	STUN,SLOW,CURSE,TERROR	0	triton_boss2	0	98	131	65	32	153	285	1962840	30	15	2000	10000	414705	252	110	110	100	2000	100	0	0	0	0	5	5	10	15	40	35	40	40	40	40	0	0	0	0	0	0	0	1	0	0	0	2.0	3405	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3501	??????	PAWN	MONSTER	RANGE	95		AGGR,GODSPEED	0	HUMAN	SLOW,CURSE,TERROR	0	redthief_bow	0	89	119	59	29	180	220	14168	3	2	2000	10000	1257	95	110	110	100	2000	850	0	0	0	0	0	0	0	10	0	-5	0	0	0	20	0	0	0	0	0	0	0	0	0	1	0	1.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
