Vnum	Name	Type	SubType	Size	AntiFlags	Flags	WearFlags	ImmuneFlags	Gold	ShopBuyPrice	RefinedVnum	RefineSet	AlterToMagicItemPercent	LimitType0	LimitValue0	LimitType1	LimitValue1	ApplyType0	ApplyValue0	ApplyType1	ApplyValue1	ApplyType2	ApplyValue2	Value0	Value1	Value2	Value3	Value4	Value5	Specular	GainSocketPercent	AddonType	
12773	¿ë¼öÅõ±¸+3	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	20000	70000	12774	346	15	LEVEL	100	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	13	0	0	0	
12774	¿ë¼öÅõ±¸+4	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	20000	110000	12775	347	15	LEVEL	100	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	3	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	18	0	0	0	
12775	¿ë¼öÅõ±¸+5	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	20000	170000	12776	348	15	LEVEL	100	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	4	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	23	0	0	0	
12776	¿ë¼öÅõ±¸+6	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	20000	260000	12777	349	15	LEVEL	100	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	5	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	28	0	0	0	
12777	¿ë¼öÅõ±¸+7	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	20000	390000	12778	350	15	LEVEL	100	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	6	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	33	0	0	0	
12778	¿ë¼öÅõ±¸+8	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	20000	590000	12779	351	15	LEVEL	100	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	8	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	38	0	0	0	
12779	¿ë¼öÅõ±¸+9	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_HEAD	NONE	20000	890000	0	0	15	LEVEL	100	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	10	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	43	0	0	0	
12780	Øæ·æÅõ±¸+0	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	20000	12781	661	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	5	0	0	0	
12781	Øæ·æÅõ±¸+1	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	30000	12782	662	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	7	0	0	0	
12782	Øæ·æÅõ±¸+2	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	45000	12783	663	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	9	0	0	0	
12783	Øæ·æÅõ±¸+3	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	70000	12784	664	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	14	0	0	0	
12784	Øæ·æÅõ±¸+4	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	110000	12785	665	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	19	0	0	0	
12785	Øæ·æÅõ±¸+5	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	170000	12786	666	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	24	0	0	0	
12786	Øæ·æÅõ±¸+6	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	260000	12787	667	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	29	0	0	0	
12787	Øæ·æÅõ±¸+7	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	390000	12788	668	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	34	0	0	0	
12788	Øæ·æÅõ±¸+8	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	590000	12789	669	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	3	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	40	0	0	0	
12789	Øæ·æÅõ±¸+9	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	890000	12790	670	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	3	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	45	0	0	0	
12790	Øæ·æÅõ±¸+10	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	890000	12791	671	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	4	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	46	0	0	0	
12791	Øæ·æÅõ±¸+11	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	890000	12792	672	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	4	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	47	0	0	0	
12792	Øæ·æÅõ±¸+12	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	890000	12793	673	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	5	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	49	0	0	0	
12793	Øæ·æÅõ±¸+13	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	890000	12794	674	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	6	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	51	0	0	0	
12794	Øæ·æÅõ±¸+14	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	890000	12795	675	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	8	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	53	0	0	0	
12795	Øæ·æÅõ±¸+15	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	890000	0	0	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	10	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	55	0	0	0	
12800	Ç³·æÅõ±¸+0	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	20000	12801	661	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	5	0	0	0	
12801	Ç³·æÅõ±¸+1	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	30000	12802	662	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	7	0	0	0	
12802	Ç³·æÅõ±¸+2	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	45000	12803	663	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	9	0	0	0	
12803	Ç³·æÅõ±¸+3	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	70000	12804	664	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	14	0	0	0	
12804	Ç³·æÅõ±¸+4	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	110000	12805	665	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	19	0	0	0	
12805	Ç³·æÅõ±¸+5	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	170000	12806	666	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	24	0	0	0	
12806	Ç³·æÅõ±¸+6	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	260000	12807	667	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	29	0	0	0	
12807	Ç³·æÅõ±¸+7	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	390000	12808	668	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	34	0	0	0	
12808	Ç³·æÅõ±¸+8	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	590000	12809	669	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	3	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	40	0	0	0	
12809	Ç³·æÅõ±¸+9	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	890000	12810	670	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	3	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	45	0	0	0	
12810	Ç³·æÅõ±¸+10	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	890000	12811	671	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	4	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	46	0	0	0	
12811	Ç³·æÅõ±¸+11	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	890000	12812	672	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	4	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	47	0	0	0	
12812	Ç³·æÅõ±¸+12	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	890000	12813	673	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	5	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	49	0	0	0	
12813	Ç³·æÅõ±¸+13	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	890000	12814	674	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	6	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	51	0	0	0	
12814	Ç³·æÅõ±¸+14	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	890000	12815	675	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	8	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	53	0	0	0	
12815	Ç³·æÅõ±¸+15	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	890000	0	0	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	10	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	55	0	0	0	
12820	¸¶·æÅõ±¸+0	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	20000	12821	661	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	5	0	0	0	
12821	¸¶·æÅõ±¸+1	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	30000	12822	662	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	7	0	0	0	
12822	¸¶·æÅõ±¸+2	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	45000	12823	663	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	9	0	0	0	
12823	¸¶·æÅõ±¸+3	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	70000	12824	664	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	14	0	0	0	
12824	¸¶·æÅõ±¸+4	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	110000	12825	665	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	19	0	0	0	
12825	¸¶·æÅõ±¸+5	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	170000	12826	666	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	24	0	0	0	
12826	¸¶·æÅõ±¸+6	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	260000	12827	667	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	29	0	0	0	
12827	¸¶·æÅõ±¸+7	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	390000	12828	668	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	34	0	0	0	
12828	¸¶·æÅõ±¸+8	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	590000	12829	669	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	3	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	40	0	0	0	
12829	¸¶·æÅõ±¸+9	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	890000	12830	670	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	3	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	45	0	0	0	
12830	¸¶·æÅõ±¸+10	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	890000	12831	671	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	4	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	46	0	0	0	
12831	¸¶·æÅõ±¸+11	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	890000	12832	672	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	4	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	47	0	0	0	
12832	¸¶·æÅõ±¸+12	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	890000	12833	673	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	5	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	49	0	0	0	
12833	¸¶·æÅõ±¸+13	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	890000	12834	674	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	6	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	51	0	0	0	
12834	¸¶·æÅõ±¸+14	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	890000	12835	675	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	8	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	53	0	0	0	
12835	¸¶·æÅõ±¸+15	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	890000	0	0	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	10	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	55	0	0	0	
12840	½Å·æÅõ±¸+0	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	20000	12841	661	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	5	0	0	0	
12841	½Å·æÅõ±¸+1	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	30000	12842	662	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	7	0	0	0	
12842	½Å·æÅõ±¸+2	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	45000	12843	663	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	9	0	0	0	
12843	½Å·æÅõ±¸+3	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	70000	12844	664	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	14	0	0	0	
12844	½Å·æÅõ±¸+4	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	110000	12845	665	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	19	0	0	0	
12845	½Å·æÅõ±¸+5	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	170000	12846	666	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	24	0	0	0	
12846	½Å·æÅõ±¸+6	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	260000	12847	667	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	29	0	0	0	
12847	½Å·æÅõ±¸+7	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	390000	12848	668	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	34	0	0	0	
12848	½Å·æÅõ±¸+8	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_HEAD	NONE	120000	590000	12849	669	15	LEVEL	96	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	3	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	40	0	0	0	
